artist,artist_norm,n_reviews,is_various,is_suspicious_token,artist_spotify,match_type,score,spotify_artist_id
dan deacon,dan deacon,4,False,False,,,0.0,
dan friel,dan friel,4,False,False,,,0.0,
daniel lanois,daniel lanois,4,False,False,,,0.0,
david banner,david banner,4,False,False,,,0.0,
david lang,david lang,4,False,False,,,0.0,
davinci,davinci,4,False,False,,,0.0,
dead meadow,dead meadow,4,False,False,,,0.0,
deadbeat,deadbeat,4,False,False,,,0.0,
dean blunt,dean blunt,4,False,False,,,0.0,
death,death,4,False,False,,,0.0,
deer tick,deer tick,4,False,False,,,0.0,
delorean,delorean,4,False,False,,,0.0,
die antwoord,die antwoord,4,False,False,,,0.0,
digitalism,digitalism,4,False,False,,,0.0,
dominik eulberg,dominik eulberg,4,False,False,,,0.0,
don caballero,don caballero,4,False,False,,,0.0,
doom,doom,4,False,False,,,0.0,
dope body,dope body,4,False,False,,,0.0,
double dagger,double dagger,4,False,False,,,0.0,
eagles of death metal,eagles of death metal,4,False,False,,,0.0,
ed harcourt,ed harcourt,4,False,False,,,0.0,
edith frost,edith frost,4,False,False,,,0.0,
el guincho,el guincho,4,False,False,,,0.0,
erika elder,erika elder,4,False,False,,,0.0,
espers,espers,4,False,False,,,0.0,
eternal summers,eternal summers,4,False,False,,,0.0,
eternal tapestry,eternal tapestry,4,False,False,,,0.0,
faltydl,faltydl,4,False,False,,,0.0,
fatima al qadiri,fatima al qadiri,4,False,False,,,0.0,
felix da housecat,felix da housecat,4,False,False,,,0.0,
florence,florence,4,False,False,,,0.0,
fly pan am,fly pan am,4,False,False,,,0.0,
forest swords,forest swords,4,False,False,,,0.0,
fountains of wayne,fountains of wayne,4,False,False,,,0.0,
freakwater,freakwater,4,False,False,,,0.0,
fridge,fridge,4,False,False,,,0.0,
friends,friends,4,False,False,,,0.0,
fugazi,fugazi,4,False,False,,,0.0,
fujiya,fujiya,4,False,False,,,0.0,
g-side,g-side,4,False,False,,,0.0,
garbage,garbage,4,False,False,,,0.0,
gary wilson,gary wilson,4,False,False,,,0.0,
giant sand,giant sand,4,False,False,,,0.0,
girl talk,girl talk,4,False,False,,,0.0,
githead,githead,4,False,False,,,0.0,
godspeed you! black emperor,godspeed you! black emperor,4,False,False,,,0.0,
graham coxon,graham coxon,4,False,False,,,0.0,
grails,grails,4,False,False,,,0.0,
greg davis,greg davis,4,False,False,,,0.0,
grooms,grooms,4,False,False,,,0.0,
gruff rhys,gruff rhys,4,False,False,,,0.0,
guillemots,guillemots,4,False,False,,,0.0,
heartless bastards,heartless bastards,4,False,False,,,0.0,
hem,hem,4,False,False,,,0.0,
here we go magic,here we go magic,4,False,False,,,0.0,
holopaw,holopaw,4,False,False,,,0.0,
holy fuck,holy fuck,4,False,False,,,0.0,
hood,hood,4,False,False,,,0.0,
howe gelb,howe gelb,4,False,False,,,0.0,
howlin rain,howlin rain,4,False,False,,,0.0,
hunx,hunx,4,False,False,,,0.0,
ian brown,ian brown,4,False,False,,,0.0,
ida,ida,4,False,False,,,0.0,
imperial teen,imperial teen,4,False,False,,,0.0,
jad fair,jad fair,4,False,False,,,0.0,
jana hunter,jana hunter,4,False,False,,,0.0,
jane's addiction,jane's addiction,4,False,False,,,0.0,
jason collett,jason collett,4,False,False,,,0.0,
javelin,javelin,4,False,False,,,0.0,
jay farrar,jay farrar,4,False,False,,,0.0,
jay reatard,jay reatard,4,False,False,,,0.0,
jean grae,jean grae,4,False,False,,,0.0,
jeffrey lewis,jeffrey lewis,4,False,False,,,0.0,
jennifer o'connor,jennifer o'connor,4,False,False,,,0.0,
jenny hval,jenny hval,4,False,False,,,0.0,
jessica lea mayfield,jessica lea mayfield,4,False,False,,,0.0,
joan as police woman,joan as police woman,4,False,False,,,0.0,
jon hopkins,jon hopkins,4,False,False,,,0.0,
jonathan richman,jonathan richman,4,False,False,,,0.0,
jonny greenwood,jonny greenwood,4,False,False,,,0.0,
josephine foster,josephine foster,4,False,False,,,0.0,
josh rouse,josh rouse,4,False,False,,,0.0,
juana molina,juana molina,4,False,False,,,0.0,
julia holter,julia holter,4,False,False,,,0.0,
julian lynch,julian lynch,4,False,False,,,0.0,
june panic,june panic,4,False,False,,,0.0,
justus khncke,justus khncke,4,False,False,,,0.0,
kammerflimmer kollektief,kammerflimmer kollektief,4,False,False,,,0.0,
karate,karate,4,False,False,,,0.0,
karen dalton,karen dalton,4,False,False,,,0.0,
kathleen edwards,kathleen edwards,4,False,False,,,0.0,
katy b,katy b,4,False,False,,,0.0,
kings of convenience,kings of convenience,4,False,False,,,0.0,
kode9,kode9,4,False,False,,,0.0,
konono n1,konono n1,4,False,False,,,0.0,
la sera,la sera,4,False,False,,,0.0,
ladyhawk,ladyhawk,4,False,False,,,0.0,
lafur arnalds,lafur arnalds,4,False,False,,,0.0,
lake,lake,4,False,False,,,0.0,
laurel halo,laurel halo,4,False,False,,,0.0,
lewis,lewis,4,False,False,,,0.0,
lisa germano,lisa germano,4,False,False,,,0.0,
lithops,lithops,4,False,False,,,0.0,
little wings,little wings,4,False,False,,,0.0,
loney dear,loney dear,4,False,False,,,0.0,
looper,looper,4,False,False,,,0.0,
lou barlow,lou barlow,4,False,False,,,0.0,
love as laughter,love as laughter,4,False,False,,,0.0,
lust for youth,lust for youth,4,False,False,,,0.0,
m.a.n.d.y.,m.a.n.d.y.,4,False,False,,,0.0,
magik markers,magik markers,4,False,False,,,0.0,
majical cloudz,majical cloudz,4,False,False,,,0.0,
major stars,major stars,4,False,False,,,0.0,
manchester orchestra,manchester orchestra,4,False,False,,,0.0,
manitoba,manitoba,4,False,False,,,0.0,
maria minerva,maria minerva,4,False,False,,,0.0,
maritime,maritime,4,False,False,,,0.0,
martyn,martyn,4,False,False,,,0.0,
maserati,maserati,4,False,False,,,0.0,
mats gustafsson,mats gustafsson,4,False,False,,,0.0,
matt kivel,matt kivel,4,False,False,,,0.0,
matt pond pa,matt pond pa,4,False,False,,,0.0,
matt valentine,matt valentine,4,False,False,,,0.0,
medicine,medicine,4,False,False,,,0.0,
megafaun,megafaun,4,False,False,,,0.0,
mellowhype,mellowhype,4,False,False,,,0.0,
melt-banana,melt-banana,4,False,False,,,0.0,
merchandise,merchandise,4,False,False,,,0.0,
merle haggard,merle haggard,4,False,False,,,0.0,
mi ami,mi ami,4,False,False,,,0.0,
micachu,micachu,4,False,False,,,0.0,
mick harvey,mick harvey,4,False,False,,,0.0,
minus story,minus story,4,False,False,,,0.0,
mira calix,mira calix,4,False,False,,,0.0,
miyagi,miyagi,4,False,False,,,0.0,
mobius band,mobius band,4,False,False,,,0.0,
mojave 3,mojave 3,4,False,False,,,0.0,
mount kimbie,mount kimbie,4,False,False,,,0.0,
mountains,mountains,4,False,False,,,0.0,
my brightest diamond,my brightest diamond,4,False,False,,,0.0,
mykki blanco,mykki blanco,4,False,False,,,0.0,
nachtmystium,nachtmystium,4,False,False,,,0.0,
nada surf,nada surf,4,False,False,,,0.0,
nat baldwin,nat baldwin,4,False,False,,,0.0,
negativland,negativland,4,False,False,,,0.0,
neu!,neu!,4,False,False,,,0.0,
nick lowe,nick lowe,4,False,False,,,0.0,
nicolai dunger,nicolai dunger,4,False,False,,,0.0,
nicolay,nicolay,4,False,False,,,0.0,
nite jewel,nite jewel,4,False,False,,,0.0,
noah,noah,4,False,False,,,0.0,
nomo,nomo,4,False,False,,,0.0,
norfolk,norfolk,4,False,False,,,0.0,
numbers,numbers,4,False,False,,,0.0,
oakley hall,oakley hall,4,False,False,,,0.0,
oh no,oh no,4,False,False,,,0.0,
okkyung lee,okkyung lee,4,False,False,,,0.0,
omar souleyman,omar souleyman,4,False,False,,,0.0,
orchestral manoeuvres in the dark,orchestral manoeuvres in the dark,4,False,False,,,0.0,
panthers,panthers,4,False,False,,,0.0,
papercuts,papercuts,4,False,False,,,0.0,
pas,pas,4,False,False,,,0.0,
paul weller,paul weller,4,False,False,,,0.0,
pedro the lion,pedro the lion,4,False,False,,,0.0,
pictureplane,pictureplane,4,False,False,,,0.0,
pinetop seven,pinetop seven,4,False,False,,,0.0,
pink mountaintops,pink mountaintops,4,False,False,,,0.0,
pissed jeans,pissed jeans,4,False,False,,,0.0,
pit er pat,pit er pat,4,False,False,,,0.0,
plants,plants,4,False,False,,,0.0,
poster children,poster children,4,False,False,,,0.0,
prodigy,prodigy,4,False,False,,,0.0,
ps i love you,ps i love you,4,False,False,,,0.0,
public image ltd,public image ltd,4,False,False,,,0.0,
pulp,pulp,4,False,False,,,0.0,
pyramids,pyramids,4,False,False,,,0.0,
q-tip,q-tip,4,False,False,,,0.0,
ra ra riot,ra ra riot,4,False,False,,,0.0,
radar bros.,radar bros.,4,False,False,,,0.0,
radian,radian,4,False,False,,,0.0,
radio 4,radio 4,4,False,False,,,0.0,
real estate,real estate,4,False,False,,,0.0,
reigning sound,reigning sound,4,False,False,,,0.0,
retribution gospel choir,retribution gospel choir,4,False,False,,,0.0,
risn murphy,risn murphy,4,False,False,,,0.0,
rivers cuomo,rivers cuomo,4,False,False,,,0.0,
robert wyatt,robert wyatt,4,False,False,,,0.0,
roky erickson,roky erickson,4,False,False,,,0.0,
roman flgel,roman flgel,4,False,False,,,0.0,
roots manuva,roots manuva,4,False,False,,,0.0,
rosie thomas,rosie thomas,4,False,False,,,0.0,
rupture,rupture,4,False,False,,,0.0,
s. carey,s. carey,4,False,False,,,0.0,
sakamoto,sakamoto,4,False,False,,,0.0,
sam prekop,sam prekop,4,False,False,,,0.0,
saul williams,saul williams,4,False,False,,,0.0,
scarface,scarface,4,False,False,,,0.0,
scharpling,scharpling,4,False,False,,,0.0,
scissor sisters,scissor sisters,4,False,False,,,0.0,
screaming females,screaming females,4,False,False,,,0.0,
serge gainsbourg,serge gainsbourg,4,False,False,,,0.0,
shalabi effect,shalabi effect,4,False,False,,,0.0,
shannon wright,shannon wright,4,False,False,,,0.0,
sic alps,sic alps,4,False,False,,,0.0,
silver jews,silver jews,4,False,False,,,0.0,
single frame,single frame,4,False,False,,,0.0,
six parts seven,six parts seven,4,False,False,,,0.0,
skeletons,skeletons,4,False,False,,,0.0,
slow club,slow club,4,False,False,,,0.0,
so percussion,so percussion,4,False,False,,,0.0,
sole,sole,4,False,False,,,0.0,
solvent,solvent,4,False,False,,,0.0,
son lux,son lux,4,False,False,,,0.0,
son volt,son volt,4,False,False,,,0.0,
south,south,4,False,False,,,0.0,
spark,spark,4,False,False,,,0.0,
sparklehorse,sparklehorse,4,False,False,,,0.0,
speedy ortiz,speedy ortiz,4,False,False,,,0.0,
spokane,spokane,4,False,False,,,0.0,
starlight mints,starlight mints,4,False,False,,,0.0,
stars of the lid,stars of the lid,4,False,False,,,0.0,
stephin merritt,stephin merritt,4,False,False,,,0.0,
suicide,suicide,4,False,False,,,0.0,
sun ra,sun ra,4,False,False,,,0.0,
supergrass,supergrass,4,False,False,,,0.0,
surfer blood,surfer blood,4,False,False,,,0.0,
teen,teen,4,False,False,,,0.0,
telefon tel aviv,telefon tel aviv,4,False,False,,,0.0,
the (international) noise conspiracy,the (international) noise conspiracy,4,False,False,,,0.0,
the amazing,the amazing,4,False,False,,,0.0,
the appleseed cast,the appleseed cast,4,False,False,,,0.0,
the big pink,the big pink,4,False,False,,,0.0,
the boy least likely to,the boy least likely to,4,False,False,,,0.0,
the byrds,the byrds,4,False,False,,,0.0,
the cairo gang,the cairo gang,4,False,False,,,0.0,
the clean,the clean,4,False,False,,,0.0,
the coup,the coup,4,False,False,,,0.0,
the court,the court,4,False,False,,,0.0,
the dead c,the dead c,4,False,False,,,0.0,
the dears,the dears,4,False,False,,,0.0,
the divine comedy,the divine comedy,4,False,False,,,0.0,
the donnas,the donnas,4,False,False,,,0.0,
the dresden dolls,the dresden dolls,4,False,False,,,0.0,
the futureheads,the futureheads,4,False,False,,,0.0,
the gaslight anthem,the gaslight anthem,4,False,False,,,0.0,
the get down stay down,the get down stay down,4,False,False,,,0.0,
the good life,the good life,4,False,False,,,0.0,
the helio sequence,the helio sequence,4,False,False,,,0.0,
the helix,the helix,4,False,False,,,0.0,
the hidden cameras,the hidden cameras,4,False,False,,,0.0,
the horrors,the horrors,4,False,False,,,0.0,
the impossible shapes,the impossible shapes,4,False,False,,,0.0,
the intelligence,the intelligence,4,False,False,,,0.0,
the jicks,the jicks,4,False,False,,,0.0,
the jim yoshii pile-up,the jim yoshii pile-up,4,False,False,,,0.0,
the joy formidable,the joy formidable,4,False,False,,,0.0,
the locust,the locust,4,False,False,,,0.0,
the machine,the machine,4,False,False,,,0.0,
the mooney suzuki,the mooney suzuki,4,False,False,,,0.0,
the most serene republic,the most serene republic,4,False,False,,,0.0,
the nels cline singers,the nels cline singers,4,False,False,,,0.0,
the polyphonic spree,the polyphonic spree,4,False,False,,,0.0,
the posies,the posies,4,False,False,,,0.0,
the radio dept.,the radio dept.,4,False,False,,,0.0,
the real tuesday weld,the real tuesday weld,4,False,False,,,0.0,
the robot ate me,the robot ate me,4,False,False,,,0.0,
the ruby suns,the ruby suns,4,False,False,,,0.0,
the russian futurists,the russian futurists,4,False,False,,,0.0,
the sadies,the sadies,4,False,False,,,0.0,
the secret machines,the secret machines,4,False,False,,,0.0,
the shapes,the shapes,4,False,False,,,0.0,
the shins,the shins,4,False,False,,,0.0,
the soft moon,the soft moon,4,False,False,,,0.0,
the soft pink truth,the soft pink truth,4,False,False,,,0.0,
the stills,the stills,4,False,False,,,0.0,
the usa is a monster,the usa is a monster,4,False,False,,,0.0,
the vandermark five,the vandermark five,4,False,False,,,0.0,
the wailers,the wailers,4,False,False,,,0.0,
the wall,the wall,4,False,False,,,0.0,
the warlocks,the warlocks,4,False,False,,,0.0,
the whale,the whale,4,False,False,,,0.0,
these new puritans,these new puritans,4,False,False,,,0.0,
thomas fehlmann,thomas fehlmann,4,False,False,,,0.0,
thuja,thuja,4,False,False,,,0.0,
tilly,tilly,4,False,False,,,0.0,
tinariwen,tinariwen,4,False,False,,,0.0,
tomahawk,tomahawk,4,False,False,,,0.0,
town,town,4,False,False,,,0.0,
tra-la-la band,tra-la-la band,4,False,False,,,0.0,
trash talk,trash talk,4,False,False,,,0.0,
trembling blue stars,trembling blue stars,4,False,False,,,0.0,
trentemller,trentemller,4,False,False,,,0.0,
tunng,tunng,4,False,False,,,0.0,
turin brakes,turin brakes,4,False,False,,,0.0,
tyondai braxton,tyondai braxton,4,False,False,,,0.0,
tyvek,tyvek,4,False,False,,,0.0,
ulver,ulver,4,False,False,,,0.0,
valet,valet,4,False,False,,,0.0,
van dyke parks,van dyke parks,4,False,False,,,0.0,
vijay iyer,vijay iyer,4,False,False,,,0.0,
villagers,villagers,4,False,False,,,0.0,
vitalic,vitalic,4,False,False,,,0.0,
vladislav delay,vladislav delay,4,False,False,,,0.0,
vue,vue,4,False,False,,,0.0,
waco brothers,waco brothers,4,False,False,,,0.0,
wand,wand,4,False,False,,,0.0,
warren ellis,warren ellis,4,False,False,,,0.0,
weird weeds,weird weeds,4,False,False,,,0.0,
western,western,4,False,False,,,0.0,
wheat,wheat,4,False,False,,,0.0,
white hinterland,white hinterland,4,False,False,,,0.0,
widowspeak,widowspeak,4,False,False,,,0.0,
william parker,william parker,4,False,False,,,0.0,
william tyler,william tyler,4,False,False,,,0.0,
windsor for the derby,windsor for the derby,4,False,False,,,0.0,
wound,wound,4,False,False,,,0.0,
wrekmeister harmonies,wrekmeister harmonies,4,False,False,,,0.0,
wurster,wurster,4,False,False,,,0.0,
yob,yob,4,False,False,,,0.0,
young widows,young widows,4,False,False,,,0.0,
yuck,yuck,4,False,False,,,0.0,
zero 7,zero 7,4,False,False,,,0.0,
2562,2562,3,False,False,,,0.0,
90 day men,90 day men,3,False,False,,,0.0,
a.c. newman,a.c. newman,3,False,False,,,0.0,
aarktica,aarktica,3,False,False,,,0.0,
ab-soul,ab-soul,3,False,False,,,0.0,
abe vigoda,abe vigoda,3,False,False,,,0.0,
ada,ada,3,False,False,,,0.0,
adem,adem,3,False,False,,,0.0,
adrian younge,adrian younge,3,False,False,,,0.0,
against me!,against me!,3,False,False,,,0.0,
agoraphobic nosebleed,agoraphobic nosebleed,3,False,False,,,0.0,
alela diane,alela diane,3,False,False,,,0.0,
all girl summer fun band,all girl summer fun band,3,False,False,,,0.0,
allo darlin',allo darlin',3,False,False,,,0.0,
aluminium group,aluminium group,3,False,False,,,0.0,
an albatross,an albatross,3,False,False,,,0.0,
andrew w.k.,andrew w.k.,3,False,False,,,0.0,
angel haze,angel haze,3,False,False,,,0.0,
anna calvi,anna calvi,3,False,False,,,0.0,
anna meredith,anna meredith,3,False,False,,,0.0,
antibalas afrobeat orchestra,antibalas afrobeat orchestra,3,False,False,,,0.0,
apollo sunshine,apollo sunshine,3,False,False,,,0.0,
apostle of hustle,apostle of hustle,3,False,False,,,0.0,
appendix out,appendix out,3,False,False,,,0.0,
applescal,applescal,3,False,False,,,0.0,
arca,arca,3,False,False,,,0.0,
arling,arling,3,False,False,,,0.0,
arrange,arrange,3,False,False,,,0.0,
art of noise,art of noise,3,False,False,,,0.0,
arve henriksen,arve henriksen,3,False,False,,,0.0,
ash,ash,3,False,False,,,0.0,
at the drive-in,at the drive-in,3,False,False,,,0.0,
athlete,athlete,3,False,False,,,0.0,
audion,audion,3,False,False,,,0.0,
autolux,autolux,3,False,False,,,0.0,
ava luna,ava luna,3,False,False,,,0.0,
awesome color,awesome color,3,False,False,,,0.0,
bablicon,bablicon,3,False,False,,,0.0,
baby dee,baby dee,3,False,False,,,0.0,
badgerlore,badgerlore,3,False,False,,,0.0,
balmorhea,balmorhea,3,False,False,,,0.0,
barcelona,barcelona,3,False,False,,,0.0,
barry adamson,barry adamson,3,False,False,,,0.0,
beach fossils,beach fossils,3,False,False,,,0.0,
beach slang,beach slang,3,False,False,,,0.0,
bell orchestre,bell orchestre,3,False,False,,,0.0,
belong,belong,3,False,False,,,0.0,
bettie serveert,bettie serveert,3,False,False,,,0.0,
beulah,beulah,3,False,False,,,0.0,
bis,bis,3,False,False,,,0.0,
bjrn torske,bjrn torske,3,False,False,,,0.0,
blanck mass,blanck mass,3,False,False,,,0.0,
blank dogs,blank dogs,3,False,False,,,0.0,
blues control,blues control,3,False,False,,,0.0,
bob marley,bob marley,3,False,False,,,0.0,
bodies of water,bodies of water,3,False,False,,,0.0,
bogdan raczynski,bogdan raczynski,3,False,False,,,0.0,
bohren,bohren,3,False,False,,,0.0,
boldy james,boldy james,3,False,False,,,0.0,
bombay bicycle club,bombay bicycle club,3,False,False,,,0.0,
bonde do rol,bonde do rol,3,False,False,,,0.0,
botch,botch,3,False,False,,,0.0,
bottom of the hudson,bottom of the hudson,3,False,False,,,0.0,
bound stems,bound stems,3,False,False,,,0.0,
bowerbirds,bowerbirds,3,False,False,,,0.0,
boyracer,boyracer,3,False,False,,,0.0,
brad laner,brad laner,3,False,False,,,0.0,
braid,braid,3,False,False,,,0.0,
braids,braids,3,False,False,,,0.0,
brett anderson,brett anderson,3,False,False,,,0.0,
brian wilson,brian wilson,3,False,False,,,0.0,
broken bells,broken bells,3,False,False,,,0.0,
broken spindles,broken spindles,3,False,False,,,0.0,
bubba kadane,bubba kadane,3,False,False,,,0.0,
buckshot,buckshot,3,False,False,,,0.0,
buke,buke,3,False,False,,,0.0,
bun b,bun b,3,False,False,,,0.0,
burning star core,burning star core,3,False,False,,,0.0,
butthole surfers,butthole surfers,3,False,False,,,0.0,
cale parks,cale parks,3,False,False,,,0.0,
call,call,3,False,False,,,0.0,
cameron,cameron,3,False,False,,,0.0,
capillary action,capillary action,3,False,False,,,0.0,
capitol k,capitol k,3,False,False,,,0.0,
captain beefheart,captain beefheart,3,False,False,,,0.0,
carissa's wierd,carissa's wierd,3,False,False,,,0.0,
carol kleyn,carol kleyn,3,False,False,,,0.0,
carolyn mark,carolyn mark,3,False,False,,,0.0,
catfish haven,catfish haven,3,False,False,,,0.0,
caustic resin,caustic resin,3,False,False,,,0.0,
celebration,celebration,3,False,False,,,0.0,
centro-matic,centro-matic,3,False,False,,,0.0,
chairlift,chairlift,3,False,False,,,0.0,
charlotte gainsbourg,charlotte gainsbourg,3,False,False,,,0.0,
cheveu,cheveu,3,False,False,,,0.0,
chicago underground duo,chicago underground duo,3,False,False,,,0.0,
chicks on speed,chicks on speed,3,False,False,,,0.0,
chin up chin up,chin up chin up,3,False,False,,,0.0,
circus devils,circus devils,3,False,False,,,0.0,
cities aviv,cities aviv,3,False,False,,,0.0,
class actress,class actress,3,False,False,,,0.0,
club 8,club 8,3,False,False,,,0.0,
co la,co la,3,False,False,,,0.0,
cobra verde,cobra verde,3,False,False,,,0.0,
cold war kids,cold war kids,3,False,False,,,0.0,
colin meloy,colin meloy,3,False,False,,,0.0,
connan mockasin,connan mockasin,3,False,False,,,0.0,
connections,connections,3,False,False,,,0.0,
constantines,constantines,3,False,False,,,0.0,
container,container,3,False,False,,,0.0,
craft spells,craft spells,3,False,False,,,0.0,
crazy horse,crazy horse,3,False,False,,,0.0,
cristian vogel,cristian vogel,3,False,False,,,0.0,
cub,cub,3,False,False,,,0.0,
cult of youth,cult of youth,3,False,False,,,0.0,
cut chemist,cut chemist,3,False,False,,,0.0,
cut hands,cut hands,3,False,False,,,0.0,
cyann,cyann,3,False,False,,,0.0,
d'eon,d'eon,3,False,False,,,0.0,
damo suzuki,damo suzuki,3,False,False,,,0.0,
damon albarn,damon albarn,3,False,False,,,0.0,
daniel bachman,daniel bachman,3,False,False,,,0.0,
daniel martin moore,daniel martin moore,3,False,False,,,0.0,
daniel menche,daniel menche,3,False,False,,,0.0,
danielson famile,danielson famile,3,False,False,,,0.0,
darkstar,darkstar,3,False,False,,,0.0,
darkthrone,darkthrone,3,False,False,,,0.0,
dat politics,dat politics,3,False,False,,,0.0,
daughn gibson,daughn gibson,3,False,False,,,0.0,
dave gahan,dave gahan,3,False,False,,,0.0,
david cross,david cross,3,False,False,,,0.0,
david karsten daniels,david karsten daniels,3,False,False,,,0.0,
david thomas broughton,david thomas broughton,3,False,False,,,0.0,
dead prez,dead prez,3,False,False,,,0.0,
death from above 1979,death from above 1979,3,False,False,,,0.0,
death vessel,death vessel,3,False,False,,,0.0,
dej loaf,dej loaf,3,False,False,,,0.0,
del tha funkee homosapien,del tha funkee homosapien,3,False,False,,,0.0,
delays,delays,3,False,False,,,0.0,
deleted scenes,deleted scenes,3,False,False,,,0.0,
demdike stare,demdike stare,3,False,False,,,0.0,
dengue fever,dengue fever,3,False,False,,,0.0,
dent may,dent may,3,False,False,,,0.0,
deptford goth,deptford goth,3,False,False,,,0.0,
der club of gore,der club of gore,3,False,False,,,0.0,
derek bailey,derek bailey,3,False,False,,,0.0,
des ark,des ark,3,False,False,,,0.0,
descendents,descendents,3,False,False,,,0.0,
desertshore,desertshore,3,False,False,,,0.0,
dexys midnight runners,dexys midnight runners,3,False,False,,,0.0,
diarrhea planet,diarrhea planet,3,False,False,,,0.0,
dino felipe,dino felipe,3,False,False,,,0.0,
dirty beaches,dirty beaches,3,False,False,,,0.0,
diskjokke,diskjokke,3,False,False,,,0.0,
dj mustard,dj mustard,3,False,False,,,0.0,
dm stith,dm stith,3,False,False,,,0.0,
donato dozzy,donato dozzy,3,False,False,,,0.0,
doomtree,doomtree,3,False,False,,,0.0,
doveman,doveman,3,False,False,,,0.0,
dressy bessy,dressy bessy,3,False,False,,,0.0,
dudley perkins,dudley perkins,3,False,False,,,0.0,
east river pipe,east river pipe,3,False,False,,,0.0,
eat skull,eat skull,3,False,False,,,0.0,
echoboy,echoboy,3,False,False,,,0.0,
edan,edan,3,False,False,,,0.0,
eddy current suppression ring,eddy current suppression ring,3,False,False,,,0.0,
editors,editors,3,False,False,,,0.0,
edward sharpe,edward sharpe,3,False,False,,,0.0,
edwyn collins,edwyn collins,3,False,False,,,0.0,
eleanor friedberger,eleanor friedberger,3,False,False,,,0.0,
electrelane,electrelane,3,False,False,,,0.0,
elk city,elk city,3,False,False,,,0.0,
elvis perkins in dearland,elvis perkins in dearland,3,False,False,,,0.0,
ema,ema,3,False,False,,,0.0,
endless boogie,endless boogie,3,False,False,,,0.0,
enduser,enduser,3,False,False,,,0.0,
eno,eno,3,False,False,,,0.0,
eric bachmann,eric bachmann,3,False,False,,,0.0,
esben,esben,3,False,False,,,0.0,
essie jain,essie jain,3,False,False,,,0.0,
eulogies,eulogies,3,False,False,,,0.0,
euphone,euphone,3,False,False,,,0.0,
everything but the girl,everything but the girl,3,False,False,,,0.0,
everything everything,everything everything,3,False,False,,,0.0,
ex-cult,ex-cult,3,False,False,,,0.0,
exile,exile,3,False,False,,,0.0,
extra golden,extra golden,3,False,False,,,0.0,
fabulous diamonds,fabulous diamonds,3,False,False,,,0.0,
fantmas,fantmas,3,False,False,,,0.0,
felt,felt,3,False,False,,,0.0,
fenn o'berg,fenn o'berg,3,False,False,,,0.0,
figurines,figurines,3,False,False,,,0.0,
film school,film school,3,False,False,,,0.0,
final fantasy,final fantasy,3,False,False,,,0.0,
fleet foxes,fleet foxes,3,False,False,,,0.0,
flim,flim,3,False,False,,,0.0,
floating points,floating points,3,False,False,,,0.0,
flying saucer attack,flying saucer attack,3,False,False,,,0.0,
foetus,foetus,3,False,False,,,0.0,
fol chen,fol chen,3,False,False,,,0.0,
foreign born,foreign born,3,False,False,,,0.0,
fort romeau,fort romeau,3,False,False,,,0.0,
fovea hex,fovea hex,3,False,False,,,0.0,
frankie rose,frankie rose,3,False,False,,,0.0,
frankie sparo,frankie sparo,3,False,False,,,0.0,
fripp,fripp,3,False,False,,,0.0,
fuck buttons,fuck buttons,3,False,False,,,0.0,
future bible heroes,future bible heroes,3,False,False,,,0.0,
galaxie 500,galaxie 500,3,False,False,,,0.0,
gangrene,gangrene,3,False,False,,,0.0,
gardens,gardens,3,False,False,,,0.0,
gary higgins,gary higgins,3,False,False,,,0.0,
gas,gas,3,False,False,,,0.0,
gatekeeper,gatekeeper,3,False,False,,,0.0,
george,george,3,False,False,,,0.0,
gillian welch,gillian welch,3,False,False,,,0.0,
girls,girls,3,False,False,,,0.0,
goat,goat,3,False,False,,,0.0,
gogogo airheart,gogogo airheart,3,False,False,,,0.0,
gold chains,gold chains,3,False,False,,,0.0,
grace jones,grace jones,3,False,False,,,0.0,
grant hart,grant hart,3,False,False,,,0.0,
gregor samsa,gregor samsa,3,False,False,,,0.0,
grinderman,grinderman,3,False,False,,,0.0,
gui boratto,gui boratto,3,False,False,,,0.0,
guilty simpson,guilty simpson,3,False,False,,,0.0,
hair police,hair police,3,False,False,,,0.0,
half japanese,half japanese,3,False,False,,,0.0,
half-handed cloud,half-handed cloud,3,False,False,,,0.0,
hallelujah the hills,hallelujah the hills,3,False,False,,,0.0,
hammock,hammock,3,False,False,,,0.0,
handsome furs,handsome furs,3,False,False,,,0.0,
hanne hukkelberg,hanne hukkelberg,3,False,False,,,0.0,
hans-joachim roedelius,hans-joachim roedelius,3,False,False,,,0.0,
har mar superstar,har mar superstar,3,False,False,,,0.0,
head of femur,head of femur,3,False,False,,,0.0,
headlights,headlights,3,False,False,,,0.0,
heavy trash,heavy trash,3,False,False,,,0.0,
hellacopters,hellacopters,3,False,False,,,0.0,
helmet,helmet,3,False,False,,,0.0,
herbert,herbert,3,False,False,,,0.0,
hi-tek,hi-tek,3,False,False,,,0.0,
his punx,his punx,3,False,False,,,0.0,
hodgy,hodgy,3,False,False,,,0.0,
holly herndon,holly herndon,3,False,False,,,0.0,
horseback,horseback,3,False,False,,,0.0,
how to destroy angels_,how to destroy angels_,3,False,False,,,0.0,
huerco s.,huerco s.,3,False,False,,,0.0,
hundred waters,hundred waters,3,False,False,,,0.0,
hush arbors,hush arbors,3,False,False,,,0.0,
i am the world trade center,i am the world trade center,3,False,False,,,0.0,
i'm from barcelona,i'm from barcelona,3,False,False,,,0.0,
